path_id,Rank,DOI,Label,PY,JI,TI,AB,TC,final_topic,topic_keywords,topic_label
1,11,10.1016/j.adolescence.2016.10.003,cadimei._2016,2016,Journal of Adolescence,Well-being and academic achievement in secondary school pupils: The unique effects of burnout and engagement,"The main goal of this study was to examine the relationship among burnout, engagement, well-being, and academic performance in Portuguese secondary school pupils. The existence of gender related differences in these relationships was also investigated. The sample was composed of 489 pupils who attended an academic track at secondary school. Results of multi-group structural equation modelling indicated that higher levels of cynicism towards studies were associated with lower academic achievement. Exhaustion was not uniquely related to the adolescents' academic achievement or well-being. However, higher levels of engagement, namely dedication and vigour, were related to higher levels of well-being. Moreover, vigour was also uniquely associated with academic achievement. The results were similar for boys and girls. Implications for intervention and future research are discussed. © 2016 The Foundation for Professionals in Services for Adolescents",68,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
1,12,10.1016/j.learninstruc.2014.11.004,wangm.-t._2015,2015,Learning and Instruction,The trajectories of student emotional engagement and school burnout with academic and psychological development: Findings from Finnish adolescents,"The present study examined the longitudinal trajectories of emotional engagement and school burnout in Finnish adolescents from 9th to 11th grade and how these trajectories related to the development of adolescents' academic performance and depressive symptoms. We found that despite their high academic performance, Finnish adolescents experienced a decline in the overall quality of their emotional engagement with school as they moved from 9th to 11th grade. Specifically, Finnish adolescents found school less enjoyable and less valuable, becoming more overwhelmed and anxious about school with the passing years. In addition, emotional engagement and school burnout had distinct trajectories and longitudinal associations with academic and psychological wellbeing. These findings underscore the importance of examining both positive and negative emotional processes in order to improve understanding of student emotional engagement and its differential effect on adolescent development. © 2014 Elsevier Ltd.",223,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
1,13,10.1037/a0033898,tuominen-soinih._2014,2014,Developmental Psychology,"Schoolwork engagement and burnout among finnish high school students and young adults: Profiles, progressions, and educational outcomes","Applying a person-centered approach, the primary aim of this study was to examine what profiles of schoolwork engagement and burnout (i.e. exhaustion, cynicism, inadequacy) can be identified in high school (N = 979) and among the same participants in young adulthood (ages ranging from 17 to 25). We also examined gender differences, group differences in academic and socioemotional functioning and long-term educational outcomes, and temporal stability in the group memberships. Latent profile analysis identified 4 groups of students in high school. Both engaged (44%) and engaged-exhausted (28%) students were engaged and doing well in school, although engaged-exhausted students were more stressed and preoccupied with possible failures. Cynical (14%) and burned-out (14%) students were less engaged, valued school less, and had lower academic achievement. Cynical students, however, were less stressed, exhausted, and depressed than burned-out students. Six years later, engaged students were more likely than predicted by chance to attend university. In young adulthood, 4 similar groups were identified. Configural frequency analysis indicated that it was typical for engaged students to stay in the engaged group and for engaged-exhausted students to move into a more disengaged group. The results on broadband stability from adolescence to young adulthood showed that 60% of the youth manifested stable engaged and 7% stable disengaged patterns, whereas 16% displayed emergent engagement and 17% emergent disengagement patterns. Overall, the findings demonstrate that adolescence is not a uniform time for either school engagement and well-being or disengagement and distress. © 2013 American Psychological Association.",234,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
1,14,10.1016/j.lindif.2012.01.002,tuominen-soinih._2012,2012,Learning and Individual Differences,Achievement goal orientations and academic well-being across the transition to upper secondary education,"The aim of this study was to examine students' (N= 579) achievement goal orientation profiles, the temporal stability of these profiles across the transition to upper secondary education, and profile differences in academic well-being (i.e., school value, school burnout, schoolwork engagement, satisfaction with educational choice). By means of latent profile analysis, four groups of students with distinct motivational profiles were identified: indifferent, success-oriented, mastery-oriented, and avoidance-oriented. Motivational profiles were relatively stable across the transition; half of the students displayed identical profiles over time and most of the changes in the group memberships were directed towards neighboring groups. Regarding group differences, indifferent and avoidance-oriented students showed less adaptive patterns of motivation and academic well-being than did mastery- and success-oriented students. Both mastery- and success-oriented students were highly engaged in studying and found their schoolwork meaningful, although success-oriented students' stronger concerns with performance seemed to make them more vulnerable to school burnout. © 2012 Elsevier Inc.",201,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
1,15,10.1027/1015-5759/a000091,salmela-arok._2012,2012,European Journal of Psychological Assessment,"The schoolwork engagement inventory: Energy, Dedication, and Absorption (EDA)","This study introduces the Schoolwork Engagement Inventory (EDA), which measures energy, dedication, and absorption with respect to schoolwork. Structural equation modeling was used to assess the validity and reliability of the inventory among students attending postcomprehensive schools. A total of 1,530 (769 girls, 761 boys) students from 13 institutions (six upper-secondary and seven vocational schools) completed the EDA 1 year apart. The results showed that a one-factor solution had the most reliability and fitted best among the younger students, whereas a three-factor solution was most reliable and fit best among the older students. In terms of concurrent validity, depressive symptoms and school burnout were inversely related, and self-esteem and academic achievement were positively associated with EDA. Boys and upper-secondary-school students experienced lower levels of schoolwork engagement than girls and vocational-school students. © 2011 Hogrefe Publishing.",221,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
2,1,10.1016/j.lmot.2024.101959,may._2024,2024,Learning and Motivation,The impact of academic self-efficacy and academic motivation on Chinese EFL students’ academic burnout,"With the increasing rate of academic burnout among English as a Foreign Language (EFL) students, a plethora of research has been undertaken to determine the predictors of this phenomenon. Nonetheless, the predicting role of academic self-efficacy and academic motivation has been less attended to by researchers and practitioners. To address this gap, this research evaluated the determining functions of academic self-efficacy and academic motivation in Chinese EFL students’ academic burnout. To accomplish this, 580 Chinese EFL learners were recruited from different universities in Henan province. Then, to gather essential data, participants received three reliable scales designed to assess students’ academic self-efficacy, academic motivation, and academic burnout. Following that, in order to analyze participants’ answers, correlation tests, structural equation modeling, and regression analysis were implemented. The correlation tests revealed close connections among academic motivation, academic self-efficacy, and academic burnout. The outcomes of structural equation modeling and regression analysis also indicated that both learning motivation and academic self-efficacy were strong, negative predictors of Chinese EFL students’ academic burnout. The outcomes of the current research would contribute to the existing body of knowledge by offering new and profound insights into the interplay between English students’ academic resources and their academic burnout. The outcomes would also be of great help to English teachers in reducing the rate of academic burnout. In light of the limitations of the present research, some valuable suggestions are offered for future investigations. © 2024 Elsevier Inc.",15,5,"learning, burnout, students, online, study, learning burnout, academic, social",
2,2,10.30827/portalin.viIX.29878,wuh._2024,2024,Porta Linguarum,"How burnout, resilience, and engagement interplay among EFL learners: A mixed-methods investigation in the Chinese senior high school context; [Cómo se relacionan el agotamiento, la resiliencia y el compromiso entre los estudiantes de inglés como lengua extranjera: una investigación de métodos mixtos en el contexto de la escuela secundaria superior china]","English-as-a-foreign-language (EFL) learning is essential for Chinese senior high school students, but burnout can impair their engagement and performance. Resilience, however, can enhance their engagement and shield them from burnout. This mixed-methods study aimed to investigate the interplay between burnout, resilience, and engagement among 413 Chinese senior high school EFL learners. Using AMOS 24, quantitative analyses with structural equation modeling (SEM) revealed the reciprocity between these three constructs. Specifically, burnout was negatively associated with both resilience and engagement, explaining 28.6% and 33.3% of their shared variance respectively. Besides, resilience and engagement were positively correlated, sharing 70.6% of their variance. Qualitative semi-structured interviews with 15 students, analyzed by MAXQDA 2022, supported this reciprocity by specifying the role of each component of these constructs. This study also discusses the theoretical and practical implications of findings and suggests directions for future research. © 2024, Universidad de Granada. All rights reserved.",76,5,"learning, burnout, students, online, study, learning burnout, academic, social",
2,3,10.1007/s12144-023-04778-9,ful._2024,2024,Current Psychology,Social support in class and learning burnout among Chinese EFL learners in higher education: Are academic buoyancy and class level important?,"The prevalence and adverse effects of learning burnout are a major concern in higher education. Based upon JD-R and COR theories, this study modeled the associations among social support that teachers and peers provide in class, academic buoyancy, learning burnout, and class level with respect to the degree of English proficiency. A sample of 1955 Chinese EFL learners in higher education participated in the cross-sectional survey. Structural equation modelling via partial least squares technique was utilized for statistical analysis. The results corroborated the protecting role that social support in class played against EFL students’ learning burnout. In particular, the findings revealed that academic buoyancy both mediated and moderated the nexus between social support on EFL learners’ burnout. Moreover, this study found that class level with respect to English proficiency moderated the relation between academic buoyancy and learning burnout and that the negative impact of academic buoyancy on burnout increased in classes in which students had lower English proficiency. Based upon the findings, certain targeted suggestions for educational practice were provided. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.",48,5,"learning, burnout, students, online, study, learning burnout, academic, social",
2,4,10.1007/s10902-022-00518-1,salmela-arok._2022,2022,Journal of Happiness Studies,"Study Burnout and Engagement During COVID-19 Among University Students: The Role of Demands, Resources, and Psychological Needs","The COVID-19 pandemic forced most universities to switch from in-person to remote teaching from May 2020 to May 2021. This period covered three semesters of studies, and due to these changes students experienced fundamental changes in their learning. The present research was carried out 3 times during the pandemic (e.g., May 2020, December 2020, and April 2021) to investigate study engagement and burnout, and their associations with various demands, resources, and psychological needs among university students. Self-reports were collected from 1501, 1526, and 1685 university students in Helsinki. The results showed that study burnout increased across the time points, being the highest in April 2021, whereas study engagement was the lowest in December 2020. Further, at the beginning of the pandemic the explanatory power of study-related demands and resources on study burnout and engagement was stronger, whereas in April 2021 the role of psychological needs increased. These results inform strategies to promote students’ engagement through distance-learning, mitigating negative effects of the situation. © 2022, The Author(s).",70,5,"learning, burnout, students, online, study, learning burnout, academic, social",
2,5,10.1111/jora.12654,salmela-arok._2021,2021,Journal of Research on Adolescence,Adolescents' Longitudinal School Engagement and Burnout Before and During COVID-19—The Role of Socio-Emotional Skills,"This longitudinal study examined school engagement and burnout profiles among early and middle adolescents before and during COVID-19, and within-class latent change and stability in students’ socio-emotional skills the profiles. The longitudinal data were collected in fall 2019 and 2020 from 1381 5th to 6th, and 1374 7th to 8th grade students. Using repeated measures latent profile analyses based on school engagement and burnout we identified five study well-being change profiles in both samples showing structural similarity: normative (53% sample 1; 69% sample 2), moderate-decreasing (4%; 5%), high-decreasing (17%; 10%), low-increasing (6%;7%) and moderate-increasing (20%; 10%) groups. The groups with increasing study well-being showed simultaneous increase in intrapersonal socio-emotional competencies but showed less changes in interpersonal outcomes. © 2021 The Authors. Journal of Research on Adolescence published by Wiley Periodicals LLC on behalf of Society for Research on Adolescence",97,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
2,6,10.1080/17405629.2020.1785860,salmela-arok._2020,2020,European Journal of Developmental Psychology,School engagement and school burnout profiles during high school–The role of socio-emotional skills,"This study examined latent profiles of school burnout symptoms, studyholism, and engagement among high-school students. The dimensions of school burnout (e.g., exhaustion, cynicism, feelings of inadequacy), studyholism, and overall school engagement were examined as indicators of the latent profiles. The OECD socio-emotional skills framework (curiosity, grit, social engagement, belongingness, and academic buoyancy) was examined in predicting students’ belonging to different latent groups. The participants were 1038 high-school students from the Helsinki metropolitan area who completed an online survey concerning their experiences of school-related burnout, engagement, studyholism, and key socio-emotional skills. The results from the latent profile analyses showed that three homogeneous groups of students could be identified according to students’ experiences of burnout, studyholism, and engagement, namely engaged (34%), stressed (47%), and burned out (19%) groups. The results showed that in the context of socio-emotional skills, those who reported high curiosity, grit, academic buoyancy, social engagement, and belongingness were more likely to belong to the engaged rather than the stressed or burned out groups, and to the stressed rather than the burned out group. © 2020 Informa UK Limited, trading as Taylor & Francis Group.",86,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
2,7,10.1007/s10648-020-09533-1,madigand.j._2021,2021,Educational Psychology Review,"Does Burnout Affect Academic Achievement? A Meta-Analysis of over 100,000 Students","Burnout is understood to have many adverse consequences for students. However, several equivocal findings in the literature mean that it is currently unclear to what extent burnout affects academic achievement. To address this lack of clarity, the aim of the present study was to provide a first meta-analysis of the relationship between burnout and academic achievement. A literature search returned 29 studies (N = 109,396) and 89 effect sizes. Robust variance meta-analyses indicated that total burnout had a significant negative relationship with academic achievement (rc+ = −.24). A similar pattern of relationships was found for each of the three symptoms of burnout (exhaustion [rc+ = −.15], cynicism [rc+ = −.24], and reduced efficacy [rc+ = −.39]). There was some evidence that the instrument used to measure burnout moderated the relationship between reduced efficacy and achievement. Taken together, the findings suggest that burnout leads to worse academic achievement in school, college, and university. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",296,2,"burnout, students, academic, study, emotional, university, stress, academic burnout",
2,8,10.3389/fpsyg.2018.00297,widlunda._2018,2018,Frontiers in Psychology,"Academic well-being, mathematics performance, and educational aspirations in lower secondary education: Changes within a school year","It has been suggested that both performance and academic well-being play a role in adolescent students' educational attainment and school dropout. In this study, we therefore examined, first, what kinds of academic well-being (i.e., school burnout, schoolwork engagement, and mathematics self-concept) and mathematics performance profiles can be identified among lower secondary school students (Ngrade 7 = 583, Ngrade 9 = 497); second, how stable these profiles are across one school year during the seventh and ninth grades; and, third, how students with different academic well-being and mathematics performance profiles differ with respect to their educational aspirations. By means of latent profile analyses, three groups of students in seventh grade: thriving (34%), average (51%), and negative academic well-being (15%) and four groups of students in ninth grade: thriving (25%), average (50%), negative academic well-being (18%), and low-performing (7%) with distinct well-being and mathematics performance profiles were identified. Configural frequency analyses revealed that the profiles were relatively stable across one school year; 60% of the students displayed identical profiles over time. The thriving students reported the highest educational aspirations compared to the other groups. In addition, the low-performing students in the ninth grade had the lowest educational aspirations just before the transition to upper secondary school. Practical implications as well as directions for future research are discussed. © 2018 Widlund, Tuominen and Korhonen.",60,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
2,9,10.1016/j.adolescence.2016.10.003,cadimei._2016,2016,Journal of Adolescence,Well-being and academic achievement in secondary school pupils: The unique effects of burnout and engagement,"The main goal of this study was to examine the relationship among burnout, engagement, well-being, and academic performance in Portuguese secondary school pupils. The existence of gender related differences in these relationships was also investigated. The sample was composed of 489 pupils who attended an academic track at secondary school. Results of multi-group structural equation modelling indicated that higher levels of cynicism towards studies were associated with lower academic achievement. Exhaustion was not uniquely related to the adolescents' academic achievement or well-being. However, higher levels of engagement, namely dedication and vigour, were related to higher levels of well-being. Moreover, vigour was also uniquely associated with academic achievement. The results were similar for boys and girls. Implications for intervention and future research are discussed. © 2016 The Foundation for Professionals in Services for Adolescents",68,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
2,10,10.1016/j.learninstruc.2014.11.004,wangm.-t._2015,2015,Learning and Instruction,The trajectories of student emotional engagement and school burnout with academic and psychological development: Findings from Finnish adolescents,"The present study examined the longitudinal trajectories of emotional engagement and school burnout in Finnish adolescents from 9th to 11th grade and how these trajectories related to the development of adolescents' academic performance and depressive symptoms. We found that despite their high academic performance, Finnish adolescents experienced a decline in the overall quality of their emotional engagement with school as they moved from 9th to 11th grade. Specifically, Finnish adolescents found school less enjoyable and less valuable, becoming more overwhelmed and anxious about school with the passing years. In addition, emotional engagement and school burnout had distinct trajectories and longitudinal associations with academic and psychological wellbeing. These findings underscore the importance of examining both positive and negative emotional processes in order to improve understanding of student emotional engagement and its differential effect on adolescent development. © 2014 Elsevier Ltd.",223,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
2,11,10.1037/a0033898,tuominen-soinih._2014,2014,Developmental Psychology,"Schoolwork engagement and burnout among finnish high school students and young adults: Profiles, progressions, and educational outcomes","Applying a person-centered approach, the primary aim of this study was to examine what profiles of schoolwork engagement and burnout (i.e. exhaustion, cynicism, inadequacy) can be identified in high school (N = 979) and among the same participants in young adulthood (ages ranging from 17 to 25). We also examined gender differences, group differences in academic and socioemotional functioning and long-term educational outcomes, and temporal stability in the group memberships. Latent profile analysis identified 4 groups of students in high school. Both engaged (44%) and engaged-exhausted (28%) students were engaged and doing well in school, although engaged-exhausted students were more stressed and preoccupied with possible failures. Cynical (14%) and burned-out (14%) students were less engaged, valued school less, and had lower academic achievement. Cynical students, however, were less stressed, exhausted, and depressed than burned-out students. Six years later, engaged students were more likely than predicted by chance to attend university. In young adulthood, 4 similar groups were identified. Configural frequency analysis indicated that it was typical for engaged students to stay in the engaged group and for engaged-exhausted students to move into a more disengaged group. The results on broadband stability from adolescence to young adulthood showed that 60% of the youth manifested stable engaged and 7% stable disengaged patterns, whereas 16% displayed emergent engagement and 17% emergent disengagement patterns. Overall, the findings demonstrate that adolescence is not a uniform time for either school engagement and well-being or disengagement and distress. © 2013 American Psychological Association.",234,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
